,02d06,Alistipes,Anaerococcus,Anaerofilum,Anaerovibrio,Bacteroides,Bilophila,Blautia,Butyricicoccus,Butyricimonas,CF231,Campylobacter,Clostridium,Collinsella,Coprococcus,Corynebacterium,Desulfovibrio,Dialister,Dorea,Faecalibacterium,Finegoldia,Lachnospira,Lactococcus,Megasphaera,Mogibacterium,Oscillospira,Parabacteroides,Paraprevotella,Peptoniphilus,Phascolarctobacterium,Prevotella,Roseburia,Ruminococcus,SMB53,Saccharopolyspora,Sarcina,Slackia,Streptococcus,Succinivibrio,Sutterella,Turicibacter,WAL_1855D,[Eubacterium],[Prevotella],[Ruminococcus],NA,Anaerofustis,Bifidobacterium,Catenibacterium,Dehalobacterium,Gemmiger,Mitsuokella,Shuttleworthia,Veillonella,Victivallis,Aggregatibacter,Lactobacillus,Selenomonas,[Clostridium],Acidaminococcus,Butyrivibrio,Fusobacterium,Methanosphaera,Odoribacter,Rothia,Peptococcus,Shigella,Actinomyces,Christensenella,Methanobrevibacter,Oxalobacter,Succinispira,cc_115,Akkermansia,Brachyspira,Helicobacter,Anaerostipes,Lachnobacterium,Enterococcus,rc4-4,Barnesiella,Weissella,Anaerorhabdus,Holdemania,Porphyromonas,Succiniclasticum,Serratia,Alloscardovia,Bulleidia,Leptotrichia,Oribacterium,p-75-a5,Flexispira,Pseudobutyrivibrio,RFN20,Haemophilus,Herbaspirillum,Atopobium,Adlercreutzia,Anaerotruncus,Coprobacillus,Gardnerella,Ralstonia,Eggerthella,Pseudomonas,Jan-68,Gallicola,Peptostreptococcus,ph2,Candidatus Arthromitus,Staphylococcus,Lactonifactor,Subdoligranulum,Pseudoramibacter_Eubacterium,Epulopiscium,Pediococcus,Haloferula,Varibaculum,Synergistes,Cloacibacillus,Defluviitalea,Macellibacteroides,Sneathia,Parvimonas,Mobiluncus,Mycoplasma,Sporobacter,Sharpea,Actinobacillus,vadinCA11,AF12,Anaeroplasma,Gemella,Lachnoanaerobaculum,Moryella,Leuconostoc,Megamonas,Pyramidobacter,Granulicatella,Geobacillus,Lautropia,Aerococcus,Morganella,Ureaplasma,Scardovia,Proteus,Actinobaculum,Streptobacillus,Blvii28,Neisseria,Abiotrophia,Methanomassiliicoccus,Sporanaerobacter,Arcanobacterium,Brevibacterium,GW-34,Nesterenkonia,Acinetobacter,Marvinbryantia,Bacillus,YRC22,Asteroleplasma
DM067-1,NA,459,NA,NA,NA,3728,34,329,NA,22,NA,NA,194,15,189,NA,NA,673,56,2533,NA,523,NA,NA,NA,213,204,NA,NA,1,1,1212,389,NA,NA,NA,NA,8,NA,271,NA,NA,27,NA,34,1154,NA,139,NA,NA,170,NA,31,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,16,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM067-2,NA,428,NA,NA,NA,2605,24,211,NA,50,NA,NA,326,5,262,NA,NA,214,82,2438,NA,177,NA,NA,NA,172,350,NA,NA,1,NA,1670,359,172,NA,NA,NA,61,NA,118,139,NA,57,NA,13,2256,NA,152,NA,NA,308,NA,20,18,NA,1,NA,NA,NA,NA,NA,2,NA,30,NA,NA,NA,NA,1,NA,NA,NA,NA,74,NA,NA,22,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM067-3,NA,338,NA,NA,NA,2095,48,267,NA,8,NA,NA,177,15,384,NA,NA,391,57,2481,NA,145,NA,NA,NA,194,334,NA,NA,NA,NA,1900,317,NA,NA,NA,NA,128,NA,163,71,NA,40,NA,36,2139,NA,553,NA,NA,328,NA,5,32,NA,118,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,4,NA,NA,NA,NA,3,2,NA,NA,22,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,78,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM068-1,NA,NA,NA,NA,NA,2903,189,1048,NA,NA,NA,NA,1081,NA,222,NA,NA,1961,141,152,NA,7,NA,NA,NA,210,488,NA,NA,NA,NA,200,63,NA,NA,NA,NA,51,NA,16,NA,NA,72,NA,187,1689,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,10,NA,NA,2155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM069-1,NA,NA,NA,NA,NA,353,149,1093,NA,1,NA,NA,239,NA,1334,NA,NA,584,95,1503,NA,37,NA,NA,NA,272,482,106,NA,NA,1550,1266,367,NA,NA,NA,NA,14,NA,30,NA,NA,6,279,11,2885,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,4,2,NA,NA,NA,74,NA,13,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM069-3,NA,NA,NA,NA,NA,415,57,218,NA,4,NA,NA,84,NA,69,4,NA,3069,59,2552,NA,4,NA,NA,NA,51,223,438,NA,NA,1403,1495,181,NA,NA,NA,NA,10,NA,54,NA,NA,NA,14,5,2317,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM070-1,NA,8,1,NA,11,362,8,604,3,1,NA,NA,125,70,352,NA,68,1130,387,1695,1,28,4,NA,199,115,74,NA,4,27,687,1079,269,NA,NA,NA,7,208,49,15,16,46,728,14,110,2513,NA,258,875,NA,292,291,NA,1,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,3,NA,NA,3,1,NA,NA,NA,NA,33,NA,NA,4,NA,3,NA,NA,NA,NA,16,11,NA,NA,NA,NA,NA,64,NA,NA,18,NA,NA,NA,1,4,1,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM070-2,NA,46,NA,NA,52,398,24,572,17,5,NA,NA,156,43,339,NA,122,707,186,1131,NA,162,NA,NA,77,239,356,NA,NA,42,2741,669,284,NA,NA,NA,5,326,313,39,2,2,419,198,92,1616,NA,85,938,NA,171,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,3,2,NA,NA,3,3,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,4,NA,NA,103,NA,NA,3,NA,NA,NA,1,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM070-3,NA,23,NA,NA,32,318,10,1028,32,NA,NA,NA,197,43,863,NA,85,308,280,1328,NA,56,1,NA,109,161,75,NA,NA,5,2288,438,119,NA,NA,NA,6,332,38,6,1,NA,765,180,214,1736,NA,131,1341,NA,136,77,NA,17,NA,NA,48,NA,NA,NA,NA,7,NA,NA,3,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,42,NA,NA,11,NA,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM072-1,NA,455,NA,NA,NA,2680,NA,742,NA,70,NA,NA,168,NA,454,NA,NA,NA,27,559,NA,55,NA,NA,NA,157,875,412,NA,95,2,372,364,NA,NA,NA,NA,19,NA,209,1,NA,152,1671,17,2657,3,1,NA,1,336,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,10,60,NA,52,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM072-2,NA,910,3,NA,NA,3460,1,1148,NA,65,NA,NA,164,NA,351,NA,24,NA,61,384,NA,24,7,NA,NA,334,613,61,NA,117,3,280,994,4,NA,NA,NA,213,NA,30,33,NA,504,306,45,1935,3,2,NA,5,370,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,2,NA,56,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,15,NA,1,14,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,136,184,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM072-3,NA,246,NA,NA,NA,2404,NA,682,NA,51,NA,NA,550,NA,563,NA,62,NA,37,595,NA,75,NA,NA,NA,232,251,250,NA,61,NA,844,548,NA,NA,NA,NA,50,NA,51,2,NA,130,512,26,4023,NA,NA,NA,3,353,NA,NA,NA,NA,NA,2,NA,NA,4,NA,3,NA,25,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,29,9,NA,52,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM074-1,NA,7,NA,NA,144,289,39,228,8,41,NA,NA,130,3,264,NA,170,487,87,859,NA,173,NA,1231,26,149,116,45,NA,96,2841,245,69,NA,NA,NA,2,115,1479,178,NA,NA,151,509,40,1090,NA,NA,606,NA,24,102,NA,2,NA,NA,NA,NA,NA,420,18,365,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,29,NA,NA,3,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM074-2,NA,5,NA,1,NA,112,15,587,24,2,NA,NA,249,28,261,NA,156,1550,165,1757,NA,35,4,1616,81,122,79,27,NA,64,96,432,213,14,NA,NA,5,445,62,30,1,NA,588,26,142,1707,NA,1,1622,NA,27,13,NA,5,NA,NA,NA,NA,NA,260,30,34,NA,NA,15,38,NA,9,1,NA,11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20,NA,1,NA,NA,NA,NA,118,NA,NA,3,NA,NA,NA,7,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM074-3,NA,10,NA,NA,165,269,20,88,5,36,NA,NA,98,6,113,NA,118,296,54,133,NA,71,NA,903,19,178,113,237,NA,37,3912,217,85,NA,NA,NA,NA,54,2611,90,NA,NA,88,1141,19,619,NA,1,205,NA,30,227,NA,1,NA,NA,NA,NA,NA,390,3,211,NA,3,NA,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM077-1,NA,82,NA,NA,NA,899,30,516,NA,NA,NA,NA,943,22,211,NA,68,76,82,526,NA,172,3,525,18,18,551,152,NA,68,3928,442,23,NA,NA,NA,5,20,1128,210,NA,NA,480,NA,36,697,NA,387,NA,NA,179,183,NA,5,NA,NA,1,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM077-2,NA,49,NA,NA,NA,2059,28,282,NA,NA,NA,NA,170,5,251,NA,81,8,31,817,NA,84,NA,25,NA,62,398,202,NA,157,4227,443,15,NA,NA,NA,NA,30,1916,178,1,NA,319,NA,61,606,NA,24,NA,NA,268,56,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM077-3,NA,2,NA,NA,NA,80,8,3487,NA,NA,NA,NA,1248,97,763,NA,3,1,491,321,NA,9,NA,6,108,1,10,5,NA,NA,7,1123,15,NA,NA,NA,14,129,NA,NA,NA,NA,2877,NA,418,1307,NA,139,NA,NA,63,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,56,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,16,NA,NA,NA,NA,NA,NA,6,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM079-1,NA,NA,NA,NA,NA,1772,24,299,NA,NA,NA,NA,88,3,203,NA,NA,187,73,557,NA,77,NA,NA,NA,86,567,NA,NA,1,6053,305,157,NA,NA,NA,NA,32,NA,201,NA,NA,NA,NA,41,966,NA,9,NA,NA,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM079-2,NA,NA,NA,NA,NA,2322,62,471,1,NA,NA,NA,149,13,289,NA,NA,438,70,955,NA,121,1,NA,NA,143,702,NA,NA,NA,3513,1176,159,NA,NA,NA,3,53,NA,199,NA,NA,2,NA,112,1336,NA,39,NA,NA,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM079-3,NA,NA,1,NA,NA,1354,49,1376,NA,NA,NA,NA,279,95,824,NA,NA,261,183,1682,1,41,NA,NA,NA,60,380,NA,1,NA,703,854,591,NA,NA,NA,22,62,NA,198,NA,NA,6,NA,58,2660,NA,82,NA,NA,1031,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,NA,NA,1,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM081-1,NA,24,NA,NA,NA,645,65,1432,NA,23,NA,NA,251,116,378,NA,36,56,316,42,2,8,299,632,50,48,985,289,NA,60,164,101,139,4,NA,NA,2,55,24,350,NA,NA,699,35,551,1584,NA,460,2766,NA,72,29,NA,NA,NA,NA,3,NA,NA,NA,NA,108,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM081-2,NA,10,NA,NA,NA,382,9,385,NA,64,NA,NA,164,3,121,NA,30,19,34,896,NA,141,NA,21,NA,85,542,49,NA,112,5185,865,114,NA,NA,NA,NA,67,80,190,NA,NA,349,1077,59,1257,NA,11,282,NA,172,71,NA,50,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM081-3,NA,14,NA,1,NA,606,26,1160,NA,52,NA,NA,155,54,264,NA,68,135,245,1345,NA,50,3,7,21,83,481,236,NA,159,2186,380,113,3,NA,NA,NA,108,15,166,18,NA,806,887,374,1338,NA,101,1116,NA,105,NA,NA,3,NA,NA,NA,NA,NA,2,NA,20,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM082-1,NA,577,NA,12,NA,1214,246,874,NA,NA,NA,1,425,121,396,NA,512,292,64,1170,NA,13,2,NA,NA,734,193,NA,NA,NA,5,387,699,NA,NA,NA,36,213,NA,91,NA,1,3,2,245,3144,2,367,NA,8,116,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,3,NA,NA,1,3,NA,12,NA,NA,2,NA,NA,6,13,NA,NA,NA,NA,1,28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,70,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM082-2,NA,1018,NA,NA,NA,1599,41,443,NA,NA,NA,4,266,18,473,NA,237,225,63,1344,NA,137,NA,NA,NA,654,253,NA,NA,NA,1,836,648,10,NA,NA,5,281,NA,52,22,NA,5,NA,108,3135,NA,74,NA,5,76,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,219,3,NA,NA,1,1,NA,24,NA,NA,362,NA,NA,11,179,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM082-3,NA,1828,NA,8,NA,2320,326,290,NA,NA,NA,3,174,10,189,NA,369,98,37,734,NA,26,NA,3,NA,698,395,NA,2,NA,28,466,605,3,NA,NA,6,82,NA,153,1,32,9,NA,107,2740,NA,36,NA,4,223,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,160,1,NA,NA,3,NA,NA,37,NA,NA,406,NA,NA,NA,117,NA,NA,NA,NA,NA,27,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,38,76,NA,NA,NA,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM084-1,NA,NA,3,NA,NA,3800,2,140,2,NA,NA,NA,37,48,295,NA,83,221,102,189,4,7,NA,5,8,124,14,NA,NA,65,1671,266,139,NA,NA,NA,4,69,479,41,2,NA,234,392,487,2613,NA,430,709,NA,14,91,NA,NA,NA,NA,2,NA,NA,2,NA,73,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
